date,rainc,rainnc,code,name,local_date
2018-09-01 00:00:00,0.0,0.0,256,Tatuí,2018-08-31 21:00:00-03:00
2018-09-01 01:00:00,0.0,0.0,256,Tatuí,2018-08-31 22:00:00-03:00
2018-09-01 02:00:00,0.0,0.0,256,Tatuí,2018-08-31 23:00:00-03:00
2018-09-01 03:00:00,0.0,0.0,256,Tatuí,2018-09-01 00:00:00-03:00
2018-09-01 04:00:00,0.0,0.0,256,Tatuí,2018-09-01 01:00:00-03:00
2018-09-01 05:00:00,0.0,0.0,256,Tatuí,2018-09-01 02:00:00-03:00
2018-09-01 06:00:00,0.0,0.0,256,Tatuí,2018-09-01 03:00:00-03:00
2018-09-01 07:00:00,0.0,0.0,256,Tatuí,2018-09-01 04:00:00-03:00
2018-09-01 08:00:00,0.0,0.0,256,Tatuí,2018-09-01 05:00:00-03:00
2018-09-01 09:00:00,0.0,0.0,256,Tatuí,2018-09-01 06:00:00-03:00
2018-09-01 10:00:00,0.0,0.0,256,Tatuí,2018-09-01 07:00:00-03:00
2018-09-01 11:00:00,0.0,0.0,256,Tatuí,2018-09-01 08:00:00-03:00
2018-09-01 12:00:00,0.0,0.0,256,Tatuí,2018-09-01 09:00:00-03:00
2018-09-01 13:00:00,0.0,0.0,256,Tatuí,2018-09-01 10:00:00-03:00
2018-09-01 14:00:00,0.0,0.0,256,Tatuí,2018-09-01 11:00:00-03:00
2018-09-01 15:00:00,0.0,0.0,256,Tatuí,2018-09-01 12:00:00-03:00
2018-09-01 16:00:00,0.0,0.0,256,Tatuí,2018-09-01 13:00:00-03:00
2018-09-01 17:00:00,0.0,0.0,256,Tatuí,2018-09-01 14:00:00-03:00
2018-09-01 18:00:00,0.0,0.0,256,Tatuí,2018-09-01 15:00:00-03:00
2018-09-01 19:00:00,0.0,0.0,256,Tatuí,2018-09-01 16:00:00-03:00
2018-09-01 20:00:00,0.0,0.0,256,Tatuí,2018-09-01 17:00:00-03:00
2018-09-01 21:00:00,0.0,0.0,256,Tatuí,2018-09-01 18:00:00-03:00
2018-09-01 22:00:00,0.0,0.0,256,Tatuí,2018-09-01 19:00:00-03:00
2018-09-01 23:00:00,0.062307414,0.0,256,Tatuí,2018-09-01 20:00:00-03:00
2018-09-02 00:00:00,0.062307414,0.0,256,Tatuí,2018-09-01 21:00:00-03:00
2018-09-02 01:00:00,0.19823377,0.0,256,Tatuí,2018-09-01 22:00:00-03:00
2018-09-02 02:00:00,0.33540943,0.0,256,Tatuí,2018-09-01 23:00:00-03:00
2018-09-02 03:00:00,0.40932882,0.0,256,Tatuí,2018-09-02 00:00:00-03:00
2018-09-02 04:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 01:00:00-03:00
2018-09-02 05:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 02:00:00-03:00
2018-09-02 06:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 03:00:00-03:00
2018-09-02 07:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 04:00:00-03:00
2018-09-02 08:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 05:00:00-03:00
2018-09-02 09:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 06:00:00-03:00
2018-09-02 10:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 07:00:00-03:00
2018-09-02 11:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 08:00:00-03:00
2018-09-02 12:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 09:00:00-03:00
2018-09-02 13:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 10:00:00-03:00
2018-09-02 14:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 11:00:00-03:00
2018-09-02 15:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 12:00:00-03:00
2018-09-02 16:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 13:00:00-03:00
2018-09-02 17:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 14:00:00-03:00
2018-09-02 18:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 15:00:00-03:00
2018-09-02 19:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 16:00:00-03:00
2018-09-02 20:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 17:00:00-03:00
2018-09-02 21:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 18:00:00-03:00
2018-09-02 22:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 19:00:00-03:00
2018-09-02 23:00:00,0.4100849,0.0,256,Tatuí,2018-09-02 20:00:00-03:00
2018-09-03 00:00:00,0.5169643,0.0,256,Tatuí,2018-09-02 21:00:00-03:00
2018-09-03 01:00:00,0.5169643,0.0,256,Tatuí,2018-09-02 22:00:00-03:00
2018-09-03 02:00:00,0.5169643,0.0,256,Tatuí,2018-09-02 23:00:00-03:00
2018-09-03 03:00:00,0.5169643,0.0,256,Tatuí,2018-09-03 00:00:00-03:00
2018-09-03 04:00:00,0.5169643,0.0,256,Tatuí,2018-09-03 01:00:00-03:00
2018-09-03 05:00:00,0.5221626,0.0,256,Tatuí,2018-09-03 02:00:00-03:00
2018-09-03 06:00:00,1.198088,0.00074288726,256,Tatuí,2018-09-03 03:00:00-03:00
2018-09-03 07:00:00,1.9356165,0.02261275,256,Tatuí,2018-09-03 04:00:00-03:00
2018-09-03 08:00:00,2.0778763,0.03752208,256,Tatuí,2018-09-03 05:00:00-03:00
2018-09-03 09:00:00,2.0778763,0.04839565,256,Tatuí,2018-09-03 06:00:00-03:00
2018-09-03 10:00:00,2.8319995,0.06919415,256,Tatuí,2018-09-03 07:00:00-03:00
2018-09-03 11:00:00,4.7133284,0.09756256,256,Tatuí,2018-09-03 08:00:00-03:00
2018-09-03 12:00:00,5.5204725,0.13405716,256,Tatuí,2018-09-03 09:00:00-03:00
2018-09-03 13:00:00,5.957938,0.1385213,256,Tatuí,2018-09-03 10:00:00-03:00
2018-09-03 14:00:00,7.274251,0.1388664,256,Tatuí,2018-09-03 11:00:00-03:00
2018-09-03 15:00:00,9.44272,0.14328775,256,Tatuí,2018-09-03 12:00:00-03:00
2018-09-03 16:00:00,10.565929,0.16621016,256,Tatuí,2018-09-03 13:00:00-03:00
2018-09-03 17:00:00,10.6124115,0.1669471,256,Tatuí,2018-09-03 14:00:00-03:00
2018-09-03 18:00:00,10.614796,0.16719392,256,Tatuí,2018-09-03 15:00:00-03:00
2018-09-03 19:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 16:00:00-03:00
2018-09-03 20:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 17:00:00-03:00
2018-09-03 21:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 18:00:00-03:00
2018-09-03 22:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 19:00:00-03:00
2018-09-03 23:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 20:00:00-03:00
2018-09-04 00:00:00,10.614796,0.16773005,256,Tatuí,2018-09-03 21:00:00-03:00
