date,rainc,rainnc,code,name,local_date
2018-09-01 00:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-08-31 21:00:00-03:00
2018-09-01 01:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-08-31 22:00:00-03:00
2018-09-01 02:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-08-31 23:00:00-03:00
2018-09-01 03:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 00:00:00-03:00
2018-09-01 04:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 01:00:00-03:00
2018-09-01 05:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 02:00:00-03:00
2018-09-01 06:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 03:00:00-03:00
2018-09-01 07:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 04:00:00-03:00
2018-09-01 08:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 05:00:00-03:00
2018-09-01 09:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 06:00:00-03:00
2018-09-01 10:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 07:00:00-03:00
2018-09-01 11:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 08:00:00-03:00
2018-09-01 12:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 09:00:00-03:00
2018-09-01 13:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 10:00:00-03:00
2018-09-01 14:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 11:00:00-03:00
2018-09-01 15:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 12:00:00-03:00
2018-09-01 16:00:00,0.0,4.7565725e-05,86,São Caetano do Sul,2018-09-01 13:00:00-03:00
2018-09-01 17:00:00,0.006590734,0.00016407506,86,São Caetano do Sul,2018-09-01 14:00:00-03:00
2018-09-01 18:00:00,0.10773377,0.00016407506,86,São Caetano do Sul,2018-09-01 15:00:00-03:00
2018-09-01 19:00:00,0.40767533,0.00016407506,86,São Caetano do Sul,2018-09-01 16:00:00-03:00
2018-09-01 20:00:00,0.523681,0.00016407506,86,São Caetano do Sul,2018-09-01 17:00:00-03:00
2018-09-01 21:00:00,0.5327561,0.0013461729,86,São Caetano do Sul,2018-09-01 18:00:00-03:00
2018-09-01 22:00:00,0.6064835,0.0013461729,86,São Caetano do Sul,2018-09-01 19:00:00-03:00
2018-09-01 23:00:00,0.6423154,0.0013461729,86,São Caetano do Sul,2018-09-01 20:00:00-03:00
2018-09-02 00:00:00,0.6562216,0.0013461729,86,São Caetano do Sul,2018-09-01 21:00:00-03:00
2018-09-02 01:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-01 22:00:00-03:00
2018-09-02 02:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-01 23:00:00-03:00
2018-09-02 03:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 00:00:00-03:00
2018-09-02 04:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 01:00:00-03:00
2018-09-02 05:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 02:00:00-03:00
2018-09-02 06:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 03:00:00-03:00
2018-09-02 07:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 04:00:00-03:00
2018-09-02 08:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 05:00:00-03:00
2018-09-02 09:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 06:00:00-03:00
2018-09-02 10:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 07:00:00-03:00
2018-09-02 11:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 08:00:00-03:00
2018-09-02 12:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 09:00:00-03:00
2018-09-02 13:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 10:00:00-03:00
2018-09-02 14:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 11:00:00-03:00
2018-09-02 15:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 12:00:00-03:00
2018-09-02 16:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 13:00:00-03:00
2018-09-02 17:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 14:00:00-03:00
2018-09-02 18:00:00,0.6577899,0.0013461729,86,São Caetano do Sul,2018-09-02 15:00:00-03:00
2018-09-02 19:00:00,0.69639313,0.0016534727,86,São Caetano do Sul,2018-09-02 16:00:00-03:00
2018-09-02 20:00:00,0.69639313,0.0016545035,86,São Caetano do Sul,2018-09-02 17:00:00-03:00
2018-09-02 21:00:00,0.69639313,0.0020364795,86,São Caetano do Sul,2018-09-02 18:00:00-03:00
2018-09-02 22:00:00,0.69639313,0.0020364795,86,São Caetano do Sul,2018-09-02 19:00:00-03:00
2018-09-02 23:00:00,0.69639313,0.0020364795,86,São Caetano do Sul,2018-09-02 20:00:00-03:00
2018-09-03 00:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-02 21:00:00-03:00
2018-09-03 01:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-02 22:00:00-03:00
2018-09-03 02:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-02 23:00:00-03:00
2018-09-03 03:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-03 00:00:00-03:00
2018-09-03 04:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-03 01:00:00-03:00
2018-09-03 05:00:00,0.69639313,0.0020787746,86,São Caetano do Sul,2018-09-03 02:00:00-03:00
2018-09-03 06:00:00,0.87125957,0.0021475207,86,São Caetano do Sul,2018-09-03 03:00:00-03:00
2018-09-03 07:00:00,0.87125957,0.0021475207,86,São Caetano do Sul,2018-09-03 04:00:00-03:00
2018-09-03 08:00:00,0.87125957,0.0021475207,86,São Caetano do Sul,2018-09-03 05:00:00-03:00
2018-09-03 09:00:00,0.87125957,0.0021578793,86,São Caetano do Sul,2018-09-03 06:00:00-03:00
2018-09-03 10:00:00,0.8941175,0.03771191,86,São Caetano do Sul,2018-09-03 07:00:00-03:00
2018-09-03 11:00:00,1.1594292,0.04042959,86,São Caetano do Sul,2018-09-03 08:00:00-03:00
2018-09-03 12:00:00,1.3862594,0.044662233,86,São Caetano do Sul,2018-09-03 09:00:00-03:00
2018-09-03 13:00:00,1.9458762,0.04672291,86,São Caetano do Sul,2018-09-03 10:00:00-03:00
2018-09-03 14:00:00,4.5914273,0.059808925,86,São Caetano do Sul,2018-09-03 11:00:00-03:00
2018-09-03 15:00:00,5.6608005,0.12415053,86,São Caetano do Sul,2018-09-03 12:00:00-03:00
2018-09-03 16:00:00,6.68616,0.13499294,86,São Caetano do Sul,2018-09-03 13:00:00-03:00
2018-09-03 17:00:00,6.8776317,0.13537921,86,São Caetano do Sul,2018-09-03 14:00:00-03:00
2018-09-03 18:00:00,10.534237,0.22820403,86,São Caetano do Sul,2018-09-03 15:00:00-03:00
2018-09-03 19:00:00,10.811819,0.2392809,86,São Caetano do Sul,2018-09-03 16:00:00-03:00
2018-09-03 20:00:00,10.813004,0.2392809,86,São Caetano do Sul,2018-09-03 17:00:00-03:00
2018-09-03 21:00:00,10.815506,0.2392809,86,São Caetano do Sul,2018-09-03 18:00:00-03:00
2018-09-03 22:00:00,10.815506,0.2392809,86,São Caetano do Sul,2018-09-03 19:00:00-03:00
2018-09-03 23:00:00,10.815506,0.2392809,86,São Caetano do Sul,2018-09-03 20:00:00-03:00
2018-09-04 00:00:00,10.815506,0.2392809,86,São Caetano do Sul,2018-09-03 21:00:00-03:00
