local_date,ws,wd,tc,rh,pres,rr,sun,cc
2018-10-05 23:00:00-03:00,2.22,90.0,14.5,86,928.5722442039475,0.0,0.0,10.0
2018-10-06 00:00:00-03:00,1.94,90.0,14.8,86,928.2739675295824,0.0,0.0,10.0
2018-10-06 01:00:00-03:00,2.78,90.0,14.5,88,927.9756908552173,0.0,0.0,
2018-10-06 02:00:00-03:00,2.22,90.0,14.5,86,927.4107694440102,0.0,0.0,
2018-10-06 03:00:00-03:00,1.67,90.0,14.4,87,927.1124927696447,0.0,0.0,
2018-10-06 04:00:00-03:00,2.78,90.0,14.6,85,927.347505568964,0.0,0.0,
2018-10-06 05:00:00-03:00,2.22,90.0,14.8,83,927.4491959998619,0.0,0.0,
2018-10-06 06:00:00-03:00,1.94,90.0,15.2,83,928.7507877465493,0.0,0.0,
2018-10-06 07:00:00-03:00,2.22,90.0,15.6,83,929.164730409079,0.0,0.0,10.0
2018-10-06 08:00:00-03:00,2.22,67.5,16.3,81,929.2671939821055,0.0,0.0,10.0
2018-10-06 09:00:00-03:00,3.06,67.5,16.6,79,929.2519710340955,0.0,0.0,10.0
2018-10-06 10:00:00-03:00,2.78,67.5,17.3,77,929.3391986201842,0.0,0.0,10.0
2018-10-06 11:00:00-03:00,2.5,90.0,17.4,78,928.6595022142006,0.0,0.0,10.0
2018-10-06 12:00:00-03:00,1.94,90.0,17.0,81,927.9950309293816,0.0,0.0,10.0
2018-10-06 13:00:00-03:00,2.22,90.0,16.1,93,927.5090379925266,4.1,0.0,10.0
2018-10-06 14:00:00-03:00,1.67,112.5,16.2,90,926.6660883597434,0.5,0.0,10.0
2018-10-06 15:00:00-03:00,1.94,135.0,16.0,91,927.1710883733882,0.0,0.0,10.0
2018-10-06 16:00:00-03:00,1.67,135.0,15.6,93,927.9989476205922,0.0,0.0,10.0
2018-10-06 17:00:00-03:00,1.94,135.0,15.4,93,927.8812328485461,0.0,0.0,10.0
2018-10-06 18:00:00-03:00,1.94,90.0,15.5,93,927.7939074704999,0.0,0.0,10.0
2018-10-06 19:00:00-03:00,3.33,90.0,15.6,91,927.7787106003453,0.0,0.0,10.0
2018-10-06 20:00:00-03:00,2.78,90.0,15.8,89,927.9116309351646,0.0,0.0,10.0
2018-10-06 21:00:00-03:00,3.33,67.5,16.0,87,928.0293500535198,0.0,0.0,10.0
2018-10-06 22:00:00-03:00,2.78,67.5,15.8,88,927.8964318918553,0.0,0.0,10.0
2018-10-06 23:00:00-03:00,2.5,67.5,15.9,88,927.6305955685264,0.0,0.0,10.0
2018-10-07 00:00:00-03:00,1.94,67.5,15.9,89,927.0720414050822,0.0,0.0,10.0
2018-10-07 01:00:00-03:00,2.22,67.5,15.9,90,926.7801319784803,0.0,0.0,
2018-10-07 02:00:00-03:00,2.5,67.5,15.8,92,926.0882554466151,0.0,0.0,
2018-10-07 03:00:00-03:00,1.94,67.5,15.9,92,925.6630236515921,0.0,0.0,
2018-10-07 04:00:00-03:00,1.67,67.5,16.0,92,925.7710813302533,0.0,0.0,
2018-10-07 05:00:00-03:00,1.67,67.5,15.9,91,926.2791061141776,0.0,0.0,
2018-10-07 06:00:00-03:00,1.67,90.0,16.2,90,926.9204532665232,0.0,0.0,
2018-10-07 07:00:00-03:00,1.94,90.0,16.6,86,927.5546220835265,0.0,0.0,10.0
2018-10-07 08:00:00-03:00,1.67,45.0,16.5,93,928.1887474374375,0.0,0.0,10.0
2018-10-07 09:00:00-03:00,1.39,45.0,16.9,92,928.0710478774739,0.6,0.0,10.0
2018-10-07 10:00:00-03:00,1.94,45.0,18.3,84,927.6267418987994,0.0,0.0,10.0
2018-10-07 11:00:00-03:00,1.39,67.5,19.3,79,926.9166908692895,0.0,0.0,10.0
2018-10-07 12:00:00-03:00,1.39,135.0,19.0,84,926.4002998458158,0.0,0.0,10.0
2018-10-07 13:00:00-03:00,1.39,135.0,18.7,84,925.7509950069868,0.0,0.0,10.0
2018-10-07 14:00:00-03:00,1.67,135.0,17.4,93,925.3977854962105,0.0,0.0,10.0
2018-10-07 15:00:00-03:00,1.39,90.0,18.0,89,924.8813249317895,0.0,0.0,10.0
2018-10-07 16:00:00-03:00,1.11,90.0,18.0,89,925.1471351772633,0.0,0.0,10.0
2018-10-07 17:00:00-03:00,1.11,90.0,17.4,94,925.5610126451547,0.2,0.0,10.0
2018-10-07 18:00:00-03:00,2.22,90.0,17.2,95,925.7090842138816,0.1,0.0,10.0
2018-10-07 19:00:00-03:00,1.11,90.0,17.0,97,926.1078126210199,0.6,0.0,10.0
2018-10-07 20:00:00-03:00,0.28,90.0,17.3,96,927.0381789043422,1.3,0.0,10.0
2018-10-07 21:00:00-03:00,0.28,90.0,17.2,97,926.9052694352963,0.0,0.0,10.0
2018-10-07 22:00:00-03:00,0.28,90.0,17.1,97,926.7723599662501,0.0,0.0,10.0
2018-10-07 23:00:00-03:00,0.83,90.0,16.7,97,926.2407220900659,0.0,0.0,10.0
2018-10-08 00:00:00-03:00,0.56,90.0,16.3,97,925.6290215432863,0.0,0.0,7.0
2018-10-08 01:00:00-03:00,0.56,90.0,16.3,97,924.7506762596645,0.0,0.0,
2018-10-08 02:00:00-03:00,0.28,90.0,16.8,97,924.672265186569,0.0,0.0,
2018-10-08 03:00:00-03:00,0.28,90.0,17.2,97,924.5938541134739,0.0,0.0,
2018-10-08 04:00:00-03:00,0.28,90.0,17.4,97,925.0487325140626,0.1,0.0,
2018-10-08 05:00:00-03:00,0.0,90.0,17.6,97,925.6369332830724,0.1,0.0,
2018-10-08 06:00:00-03:00,0.83,90.0,18.2,97,926.3584564205032,0.4,0.0,
2018-10-08 07:00:00-03:00,0.83,90.0,18.5,97,926.726814992033,0.0,0.0,10.0
2018-10-08 08:00:00-03:00,0.83,90.0,19.2,94,926.6964516758882,0.0,0.0,10.0
2018-10-08 09:00:00-03:00,0.56,67.5,20.4,90,926.9888302429539,0.0,0.0,10.0
2018-10-08 10:00:00-03:00,1.11,45.0,20.4,92,926.605361727454,0.3,0.0,10.0
2018-10-08 11:00:00-03:00,0.83,0.0,21.4,93,926.1763547572007,0.5,0.0,10.0
2018-10-08 12:00:00-03:00,1.39,0.0,21.4,92,925.3487432496217,0.3,0.0,10.0
2018-10-08 13:00:00-03:00,1.11,0.0,20.7,92,924.6843588909869,0.8,0.0,10.0
2018-10-08 14:00:00-03:00,1.94,0.0,21.0,88,923.7390847670724,0.3,0.0,10.0
2018-10-08 15:00:00-03:00,1.67,0.0,20.4,93,923.3102016666318,0.6,0.0,1.0
2018-10-08 16:00:00-03:00,1.67,45.0,20.3,95,923.0595861181579,0.3,0.0,2.0
2018-10-08 17:00:00-03:00,2.22,45.0,20.0,95,923.2680952896119,0.0,0.0,10.0
2018-10-08 18:00:00-03:00,1.94,45.0,19.8,93,923.6818793118553,0.0,0.0,10.0
2018-10-08 19:00:00-03:00,2.22,45.0,19.8,93,924.0956763730263,0.0,0.0,10.0
2018-10-08 20:00:00-03:00,2.5,45.0,19.9,92,924.7601150605263,0.0,0.0,10.0
2018-10-08 21:00:00-03:00,2.78,45.0,19.8,90,924.7601150605263,0.0,0.0,10.0
2018-10-08 22:00:00-03:00,2.78,22.5,19.6,93,925.0258905355263,0.0,0.0,2.0
2018-10-08 23:00:00-03:00,1.94,0.0,19.4,95,924.6272273230264,1.0,0.0,10.0
2018-10-09 00:00:00-03:00,0.56,0.0,19.2,95,923.4066150077269,1.2,0.0,10.0
2018-10-09 01:00:00-03:00,1.39,0.0,19.1,95,923.385904008217,1.2,0.0,
2018-10-09 02:00:00-03:00,1.67,0.0,19.2,95,922.2986140613388,4.9,0.0,
2018-10-09 03:00:00-03:00,0.56,0.0,19.2,95,922.1445806934079,0.6,0.0,
2018-10-09 04:00:00-03:00,1.39,0.0,19.3,95,922.9238039044244,1.1,0.0,
2018-10-09 05:00:00-03:00,1.11,315.0,19.3,95,923.3030600101775,0.4,0.0,
2018-10-09 06:00:00-03:00,1.39,315.0,19.3,94,923.5489937475098,0.0,0.0,
2018-10-09 07:00:00-03:00,1.39,315.0,20.1,90,924.213421569237,0.0,0.0,10.0
2018-10-09 08:00:00-03:00,2.5,315.0,21.4,80,924.2705835613618,0.0,0.1,10.0
2018-10-09 09:00:00-03:00,3.06,315.0,23.4,73,924.4454385939869,0.0,0.9,9.0
2018-10-09 10:00:00-03:00,3.06,315.0,24.5,68,923.7928690103291,0.0,1.0,10.0
2018-10-09 11:00:00-03:00,3.06,292.5,25.4,64,923.3338007924211,0.0,1.0,7.0
2018-10-09 12:00:00-03:00,2.5,292.5,26.2,62,922.4611832529671,0.0,0.7,9.0
2018-10-09 13:00:00-03:00,3.61,292.5,27.1,60,921.4558822525462,0.0,0.8,10.0
2018-10-09 14:00:00-03:00,3.89,292.5,27.1,60,921.0996470439472,0.0,0.8,6.0
2018-10-09 15:00:00-03:00,3.33,292.5,27.0,61,920.5684437986841,0.0,0.4,9.0
2018-10-09 16:00:00-03:00,2.5,270.0,27.0,61,920.5684437986841,0.0,0.3,10.0
2018-10-09 17:00:00-03:00,2.5,247.5,26.0,65,920.7314340737763,0.0,0.2,10.0
2018-10-09 18:00:00-03:00,1.67,270.0,25.5,68,921.9147722717763,0.0,0.0,10.0
2018-10-09 19:00:00-03:00,0.83,270.0,23.6,78,922.3132399003621,0.0,0.0,10.0
2018-10-09 20:00:00-03:00,0.56,270.0,22.0,89,922.7419578410527,0.0,0.0,10.0
2018-10-09 21:00:00-03:00,0.0,270.0,21.8,91,923.2614919126975,0.0,0.0,1.0
2018-10-09 22:00:00-03:00,0.0,270.0,20.2,95,923.3943361871053,0.0,0.0,0.0
2018-10-09 23:00:00-03:00,0.28,270.0,19.8,95,923.0563126807106,0.0,0.0,0.0
2018-10-10 00:00:00-03:00,0.28,270.0,19.7,96,922.5839756112238,0.0,0.0,0.0
2018-10-10 01:00:00-03:00,0.0,270.0,19.1,96,921.8449938048947,0.0,0.0,
2018-10-10 02:00:00-03:00,0.28,270.0,19.0,96,921.372656735408,0.0,0.0,
2018-10-10 03:00:00-03:00,0.28,270.0,19.2,95,921.5669315080264,0.0,0.0,
2018-10-10 04:00:00-03:00,0.28,270.0,19.4,95,921.7612062806447,0.0,0.0,
2018-10-10 05:00:00-03:00,1.67,315.0,19.8,95,922.4887705269473,0.5,0.0,
2018-10-10 06:00:00-03:00,1.39,315.0,20.4,90,922.6830452995658,0.0,0.0,
2018-10-10 07:00:00-03:00,3.06,315.0,20.5,87,923.8231497465988,0.0,0.0,10.0
2018-10-10 08:00:00-03:00,2.78,292.5,20.6,87,923.8231497465988,0.0,0.0,10.0
2018-10-10 09:00:00-03:00,3.06,315.0,21.8,79,923.925713284737,0.0,0.0,10.0
2018-10-10 10:00:00-03:00,2.22,270.0,22.3,79,924.293947986454,0.0,0.0,10.0
2018-10-10 11:00:00-03:00,1.94,247.5,23.5,73,924.0399329575658,0.0,0.2,10.0
2018-10-10 12:00:00-03:00,2.22,225.0,26.5,61,923.6682900828158,0.0,0.9,10.0
2018-10-10 13:00:00-03:00,1.94,202.5,27.4,57,923.0765253650131,0.0,1.0,4.0
2018-10-10 14:00:00-03:00,2.5,112.5,26.1,71,922.7201510745199,0.0,1.0,5.0
2018-10-10 15:00:00-03:00,1.94,112.5,22.8,86,923.1941879813487,0.0,0.5,5.0
2018-10-10 16:00:00-03:00,2.78,135.0,21.6,95,923.6414653289803,0.1,0.0,10.0
2018-10-10 17:00:00-03:00,1.94,157.5,20.2,93,924.130814283158,0.0,0.0,10.0
2018-10-10 18:00:00-03:00,2.22,157.5,20.0,93,925.2541560288157,0.0,0.0,10.0
2018-10-10 19:00:00-03:00,1.67,157.5,19.6,96,925.8007060919014,0.1,0.0,10.0
2018-10-10 20:00:00-03:00,1.94,135.0,19.4,95,926.3055018290133,0.0,0.0,10.0
2018-10-10 21:00:00-03:00,1.67,135.0,19.2,96,926.5864089795297,0.0,0.0,10.0
2018-10-10 22:00:00-03:00,1.67,135.0,19.4,95,926.8673248226646,0.0,0.0,10.0
2018-10-10 23:00:00-03:00,1.11,135.0,19.4,95,927.0001908286185,0.2,0.0,10.0
2018-10-11 00:00:00-03:00,0.83,135.0,19.2,95,926.9045042029936,0.1,0.0,10.0
2018-10-11 01:00:00-03:00,1.11,135.0,19.0,95,926.5421728405265,0.0,0.0,
2018-10-11 02:00:00-03:00,0.56,135.0,19.0,95,926.3131638464803,0.1,0.0,
2018-10-11 03:00:00-03:00,1.11,135.0,19.0,96,925.9508324840134,0.0,0.0,
2018-10-11 04:00:00-03:00,1.11,135.0,19.0,96,926.2551129636515,0.0,0.0,
2018-10-11 05:00:00-03:00,1.11,135.0,18.9,96,926.6927158117107,0.0,0.0,
2018-10-11 06:00:00-03:00,1.11,135.0,18.8,96,927.9302528702962,0.1,0.0,
2018-10-11 07:00:00-03:00,1.11,135.0,19.0,96,928.3440629703948,0.0,0.0,10.0
2018-10-11 08:00:00-03:00,1.39,135.0,19.3,94,929.0084038659376,0.1,0.0,10.0
2018-10-11 09:00:00-03:00,1.67,135.0,19.4,93,929.3917789357895,0.1,0.0,10.0
2018-10-11 10:00:00-03:00,1.39,135.0,19.7,95,929.2589129298357,0.4,0.0,10.0
2018-10-11 11:00:00-03:00,2.5,135.0,19.2,94,928.8603149119739,0.1,0.0,10.0
2018-10-11 12:00:00-03:00,2.22,112.5,19.6,90,928.1959848822039,0.1,0.0,10.0
2018-10-11 13:00:00-03:00,2.22,135.0,19.3,90,927.7973868643422,0.0,0.0,10.0
2018-10-11 14:00:00-03:00,2.22,135.0,19.0,91,927.3987888464802,0.0,0.0,10.0
2018-10-11 15:00:00-03:00,1.94,135.0,18.6,95,927.5468538957435,0.0,0.0,10.0
2018-10-11 16:00:00-03:00,2.22,135.0,18.2,95,927.5772519823619,0.0,0.0,10.0
2018-10-11 17:00:00-03:00,1.94,135.0,17.9,95,927.8886072020528,0.0,0.0,10.0
2018-10-11 18:00:00-03:00,1.94,135.0,17.7,95,928.1695730277435,0.1,0.0,10.0
2018-10-11 19:00:00-03:00,1.67,135.0,17.8,95,928.7010978998883,0.1,0.0,10.0
2018-10-11 20:00:00-03:00,1.94,135.0,17.8,95,929.1149645020065,0.0,0.0,10.0
2018-10-11 21:00:00-03:00,1.94,135.0,17.8,95,929.7793814579607,0.0,0.0,10.0
2018-10-11 22:00:00-03:00,1.94,112.5,17.6,97,929.1454103980263,0.0,0.0,10.0
2018-10-11 23:00:00-03:00,1.67,112.5,17.7,95,928.997301885671,0.1,0.0,10.0
2018-10-12 00:00:00-03:00,1.39,135.0,17.8,94,928.6781149024738,0.0,0.0,10.0
2018-10-12 01:00:00-03:00,1.39,112.5,18.0,92,928.2256055508552,0.0,0.0,
2018-10-12 02:00:00-03:00,1.67,90.0,18.2,91,927.5064514623947,0.0,0.0,
2018-10-12 03:00:00-03:00,1.67,112.5,18.2,90,927.3205868476184,0.0,0.0,
2018-10-12 04:00:00-03:00,1.11,90.0,18.1,89,927.8013340749475,0.0,0.0,
2018-10-12 05:00:00-03:00,2.22,90.0,18.1,87,928.0154365654341,0.0,0.0,
2018-10-12 06:00:00-03:00,2.5,90.0,19.0,83,928.4961837927633,0.0,0.0,
2018-10-12 07:00:00-03:00,2.22,90.0,18.7,88,929.0125226605262,0.0,0.0,10.0
2018-10-12 08:00:00-03:00,2.5,67.5,20.1,82,929.0692956579771,0.0,0.0,10.0
2018-10-12 09:00:00-03:00,2.78,67.5,21.2,76,928.8603149119739,0.0,0.0,10.0
2018-10-12 10:00:00-03:00,2.5,67.5,22.5,72,928.2223663125002,0.0,0.2,10.0
2018-10-12 11:00:00-03:00,2.22,67.5,24.9,65,926.9507465484278,0.0,0.8,10.0
2018-10-12 12:00:00-03:00,2.22,90.0,24.0,72,925.9298031811579,0.0,0.8,9.0
2018-10-12 13:00:00-03:00,1.94,157.5,23.3,78,925.1025133004605,0.0,0.7,2.0
2018-10-12 14:00:00-03:00,1.94,157.5,22.0,83,924.5560675487961,0.0,0.2,1.0
2018-10-12 15:00:00-03:00,2.22,157.5,20.9,90,924.2030536219343,0.0,0.0,10.0
2018-10-12 16:00:00-03:00,1.39,157.5,20.1,93,924.7076233509672,0.0,0.0,10.0
2018-10-12 17:00:00-03:00,1.39,112.5,19.4,96,925.0339472595791,0.0,0.0,10.0
2018-10-12 18:00:00-03:00,0.56,135.0,19.2,96,925.0945869656844,0.0,0.0,10.0
2018-10-12 19:00:00-03:00,0.56,135.0,19.1,97,925.1400667452633,0.0,0.0,10.0
2018-10-12 20:00:00-03:00,0.56,135.0,19.1,97,925.538664763125,0.0,0.0,10.0
2018-10-12 21:00:00-03:00,0.28,135.0,19.4,96,925.6563621499341,0.0,0.0,10.0
2018-10-12 22:00:00-03:00,0.28,135.0,19.6,96,925.3754702115,0.0,0.0,10.0
2018-10-12 23:00:00-03:00,0.0,135.0,19.4,96,924.7263153203388,0.0,0.0,10.0
2018-10-13 00:00:00-03:00,0.0,135.0,19.1,96,924.0235432121841,0.0,0.0,10.0
2018-10-13 01:00:00-03:00,0.28,135.0,18.8,96,923.1874487356085,0.0,0.0,
2018-10-13 02:00:00-03:00,0.56,135.0,19.2,96,922.617998995875,0.0,0.0,
2018-10-13 03:00:00-03:00,0.56,135.0,18.7,95,922.5818387298257,0.0,0.0,
2018-10-13 04:00:00-03:00,0.56,135.0,18.7,95,923.2122903058815,0.0,0.0,
2018-10-13 05:00:00-03:00,0.56,135.0,18.4,95,923.9760642503584,0.0,0.0,
2018-10-13 06:00:00-03:00,1.11,135.0,20.4,95,924.2065487211513,0.0,0.0,
2018-10-13 07:00:00-03:00,1.67,22.5,23.4,81,924.176254945954,0.0,1.0,3.0
2018-10-13 08:00:00-03:00,1.11,45.0,27.2,64,924.1611080583552,0.0,1.0,10.0
2018-10-13 09:00:00-03:00,2.78,315.0,29.2,53,923.7556632702631,0.0,1.0,10.0
2018-10-13 10:00:00-03:00,3.61,292.5,29.1,54,923.7369952055922,0.0,0.7,10.0
2018-10-13 11:00:00-03:00,2.78,292.5,30.2,50,923.3200116331578,0.0,0.2,10.0
2018-10-13 12:00:00-03:00,3.06,292.5,30.6,48,922.9788059618093,0.0,0.5,10.0
2018-10-13 13:00:00-03:00,3.89,270.0,29.9,52,922.4175610272831,0.0,0.1,10.0
2018-10-13 14:00:00-03:00,3.61,225.0,22.4,87,922.9217395884868,0.0,0.0,10.0
2018-10-13 15:00:00-03:00,1.67,157.5,23.5,83,922.6630021213225,4.6,0.0,10.0
2018-10-13 16:00:00-03:00,0.28,202.5,23.3,90,922.780669083967,0.0,0.0,10.0
2018-10-13 17:00:00-03:00,0.83,202.5,21.7,89,923.5203423839015,0.0,0.0,10.0
2018-10-13 18:00:00-03:00,3.06,157.5,20.0,94,925.5313225136448,0.0,0.0,9.0
2018-10-13 19:00:00-03:00,1.94,135.0,19.5,96,925.4743387201974,9.3,0.0,10.0
2018-10-13 20:00:00-03:00,0.28,135.0,19.6,96,925.4895073393421,0.5,0.0,10.0
2018-10-13 21:00:00-03:00,0.28,135.0,19.5,97,925.2238274831448,0.1,0.0,10.0
2018-10-13 22:00:00-03:00,0.28,135.0,19.4,96,925.2541560288157,0.0,0.0,8.0
2018-10-13 23:00:00-03:00,0.28,135.0,19.6,96,925.1516359537699,0.1,0.0,0.0
2018-10-14 00:00:00-03:00,0.56,135.0,19.3,96,924.9211046049278,0.0,0.0,10.0
2018-10-14 01:00:00-03:00,1.11,135.0,18.6,96,924.5572508876647,0.2,0.0,
2018-10-14 02:00:00-03:00,1.11,135.0,18.2,96,924.3267195388224,0.0,0.0,
2018-10-14 03:00:00-03:00,1.39,157.5,17.9,94,924.4961552952435,0.0,0.0,
2018-10-14 04:00:00-03:00,1.39,157.5,17.1,94,924.7989134200857,0.0,0.0,
2018-10-14 05:00:00-03:00,1.11,157.5,17.1,95,925.2349939133488,0.1,0.0,
2018-10-14 06:00:00-03:00,1.11,157.5,17.0,96,925.804396775033,0.0,0.0,
2018-10-14 07:00:00-03:00,1.11,135.0,17.2,94,925.8802507365297,0.0,0.0,10.0
2018-10-14 08:00:00-03:00,0.83,157.5,17.0,96,926.3547679105263,0.0,0.0,10.0
2018-10-14 09:00:00-03:00,1.11,157.5,18.2,89,926.5901800693817,0.0,0.0,10.0
2018-10-14 10:00:00-03:00,1.11,157.5,18.0,93,926.2788813517105,0.0,0.0,10.0
2018-10-14 11:00:00-03:00,1.67,135.0,18.0,93,926.3244132870001,0.0,0.0,10.0
2018-10-14 12:00:00-03:00,1.39,135.0,18.8,91,925.6144969930756,0.2,0.0,10.0
2018-10-14 13:00:00-03:00,1.39,135.0,18.8,86,924.9349570542237,0.0,0.0,10.0
2018-10-14 14:00:00-03:00,1.11,135.0,19.8,77,923.9442726916777,0.0,0.0,10.0
2018-10-14 15:00:00-03:00,1.67,112.5,19.0,85,923.5456746738159,0.0,0.0,10.0
2018-10-14 16:00:00-03:00,1.67,112.5,17.2,90,923.7844928325495,0.0,0.0,10.0
2018-10-14 17:00:00-03:00,1.94,112.5,16.3,96,924.1259571092961,0.0,0.0,10.0
2018-10-14 18:00:00-03:00,1.67,112.5,16.2,94,924.8510224639738,0.0,0.0,10.0
2018-10-14 19:00:00-03:00,1.67,112.5,16.2,94,925.5458505454739,0.0,0.0,10.0
2018-10-14 20:00:00-03:00,1.67,90.0,16.8,90,925.5155263461121,0.0,0.0,10.0
2018-10-14 21:00:00-03:00,1.94,90.0,16.7,93,925.116824016829,0.0,0.0,10.0
2018-10-14 22:00:00-03:00,1.67,90.0,16.8,92,924.835871230066,0.0,0.0,10.0
2018-10-14 23:00:00-03:00,1.11,90.0,17.1,91,924.1865185818358,0.0,0.0,10.0
2018-10-15 00:00:00-03:00,0.56,90.0,17.1,91,923.5898468561745,0.0,0.0,10.0
2018-10-15 01:00:00-03:00,0.56,90.0,17.1,92,923.2598198673554,0.0,0.0,
2018-10-15 02:00:00-03:00,0.83,90.0,16.9,92,922.3965034048522,0.2,0.0,
2018-10-15 03:00:00-03:00,1.11,90.0,16.8,95,922.8664106265593,0.9,0.0,
2018-10-15 04:00:00-03:00,0.56,157.5,16.6,96,922.9363507430033,6.0,0.0,
2018-10-15 05:00:00-03:00,0.56,157.5,16.7,97,923.5395803331317,3.9,0.0,
2018-10-15 06:00:00-03:00,0.56,135.0,17.0,97,923.6095204495757,0.1,0.0,
2018-10-15 07:00:00-03:00,0.83,135.0,17.3,95,924.0956763730263,0.0,0.0,10.0
2018-10-15 08:00:00-03:00,0.28,112.5,18.0,94,924.3614518480264,0.0,0.0,10.0
2018-10-15 09:00:00-03:00,0.28,112.5,19.0,90,924.1982790279474,0.0,0.0,10.0
2018-10-15 10:00:00-03:00,0.56,112.5,20.1,83,923.8114066857238,0.1,0.0,10.0
2018-10-15 11:00:00-03:00,0.83,90.0,21.2,80,923.2194246524606,0.0,0.0,10.0
2018-10-15 12:00:00-03:00,0.83,135.0,21.3,84,922.7603607808618,0.0,0.0,10.0
2018-10-15 13:00:00-03:00,1.67,135.0,20.0,86,922.1263419115263,0.0,0.0,10.0
2018-10-15 14:00:00-03:00,1.94,112.5,18.9,90,921.7428886081086,0.0,0.0,10.0
2018-10-15 15:00:00-03:00,1.94,135.0,18.5,88,921.5526845845066,0.0,0.0,10.0
2018-10-15 16:00:00-03:00,2.5,112.5,18.2,89,921.981498144,0.0,0.0,10.0
2018-10-15 17:00:00-03:00,1.94,112.5,18.0,89,922.2050281600855,0.0,0.0,10.0
2018-10-15 18:00:00-03:00,1.39,90.0,17.4,92,922.4707949424673,0.0,0.0,10.0
2018-10-15 19:00:00-03:00,1.39,135.0,17.0,94,922.8996867355263,0.0,0.0,10.0
2018-10-15 20:00:00-03:00,1.39,90.0,17.0,93,924.0082032204672,0.0,0.0,10.0
2018-10-15 21:00:00-03:00,1.11,135.0,16.8,94,924.0838941953685,0.0,0.0,10.0
2018-10-15 22:00:00-03:00,0.83,90.0,16.8,94,923.7726824038815,0.0,0.0,10.0
2018-10-15 23:00:00-03:00,0.56,90.0,16.8,94,923.5674032067831,0.0,0.0,10.0
2018-10-16 00:00:00-03:00,0.83,90.0,16.9,95,923.2303463732666,0.0,0.0,10.0
2018-10-16 01:00:00-03:00,1.39,90.0,17.1,95,922.4933224344871,0.5,0.0,
2018-10-16 02:00:00-03:00,0.83,90.0,17.2,95,922.1562656009706,0.0,0.0,
2018-10-16 03:00:00-03:00,0.56,90.0,17.3,95,922.4858206095593,0.1,0.0,
2018-10-16 04:00:00-03:00,0.56,90.0,17.5,95,923.08202035499,0.1,0.0,
2018-10-16 05:00:00-03:00,0.56,90.0,17.7,95,923.411575363579,0.0,0.0,
2018-10-16 06:00:00-03:00,1.11,90.0,18.0,95,924.1410974774309,0.0,0.0,
2018-10-16 07:00:00-03:00,1.67,90.0,18.3,94,924.5246333607238,0.0,0.0,10.0
2018-10-16 08:00:00-03:00,1.67,67.5,18.7,91,924.7601150605263,0.0,0.0,10.0
2018-10-16 09:00:00-03:00,1.67,67.5,19.2,89,924.7298125927106,0.0,0.0,10.0
2018-10-16 10:00:00-03:00,2.78,67.5,20.1,86,924.1377088627894,0.0,0.0,10.0
2018-10-16 11:00:00-03:00,1.39,67.5,22.0,77,923.7811302957632,0.0,0.0,10.0
2018-10-16 12:00:00-03:00,1.67,90.0,22.5,76,923.1589066430131,0.0,0.0,10.0
2018-10-16 13:00:00-03:00,1.39,90.0,23.1,77,922.597270540658,0.0,0.0,10.0
2018-10-16 14:00:00-03:00,1.67,135.0,22.1,85,922.46442626625,0.0,0.0,10.0
2018-10-16 15:00:00-03:00,1.39,135.0,20.8,87,922.0658934430263,0.0,0.0,10.0
2018-10-16 16:00:00-03:00,1.39,135.0,20.0,91,922.2440805882732,0.0,0.0,10.0
2018-10-16 17:00:00-03:00,1.67,112.5,19.1,96,922.3498806202304,0.0,0.0,10.0
2018-10-16 18:00:00-03:00,1.39,135.0,19.1,95,922.9267135927402,0.0,0.0,10.0
2018-10-16 19:00:00-03:00,1.11,90.0,19.1,95,923.0898364302632,0.0,0.0,10.0
2018-10-16 20:00:00-03:00,1.11,90.0,19.2,95,923.6062100685001,0.0,0.0,10.0
2018-10-16 21:00:00-03:00,1.67,90.0,19.4,94,924.1074237802105,0.0,0.0,10.0
2018-10-16 22:00:00-03:00,1.11,90.0,19.3,94,923.8416830756844,0.0,0.0,10.0
2018-10-16 23:00:00-03:00,1.11,67.5,19.9,90,923.5456746738159,0.0,0.0,10.0
2018-10-17 00:00:00-03:00,3.33,45.0,20.0,88,923.1809826445461,0.0,0.0,10.0
2018-10-17 01:00:00-03:00,3.06,22.5,19.9,91,922.5496458784343,0.0,0.0,
2018-10-17 02:00:00-03:00,2.5,45.0,19.8,92,922.4515985860068,0.0,0.0,
2018-10-17 03:00:00-03:00,1.94,22.5,19.7,92,922.353551293579,0.0,0.0,
2018-10-17 04:00:00-03:00,1.94,45.0,19.6,91,923.0554382116776,0.0,0.0,
2018-10-17 05:00:00-03:00,2.5,45.0,19.6,93,924.1572922350394,0.0,0.0,
2018-10-17 06:00:00-03:00,1.94,45.0,20.0,92,924.8591791531383,0.0,0.0,
2018-10-17 07:00:00-03:00,2.22,22.5,21.3,87,925.3451416658289,0.0,0.0,10.0
2018-10-17 08:00:00-03:00,1.94,22.5,24.0,76,925.4743387201974,0.0,0.9,10.0
2018-10-17 09:00:00-03:00,2.22,337.5,26.5,68,925.5009809290461,0.0,1.0,4.0
2018-10-17 10:00:00-03:00,3.06,337.5,26.9,65,924.9963633906119,0.0,0.8,4.0
2018-10-17 11:00:00-03:00,3.33,292.5,28.2,60,924.4196673268422,0.0,1.0,10.0
2018-10-17 12:00:00-03:00,3.33,337.5,28.3,61,924.093460768579,0.0,1.0,5.0
